treatment,group,image_number,cell_label,cell_area,granule_count,granules_per_area
GLU-20min,R326H,4,79,153.70559999999998,2,0.013011887660566697
GLU-20min,R326H,4,80,155.90879999999999,4,0.02565602454768429
GLU-20min,R326H,4,82,210.08159999999998,3,0.014280165421436243
GLU-20min,R326H,4,84,185.87879999999996,0,0.0
GLU-20min,R326H,5,6,140.778,0,0.0
GLU-20min,R326H,5,7,157.01039999999998,0,0.0
GLU-20min,R326H,5,8,171.2988,3,0.01751325753595472
GLU-20min,R326H,5,9,208.0728,4,0.019224040816483462
GLU-20min,R326H,5,10,106.98479999999999,1,0.009347122208014596
GLU-20min,R326H,5,11,109.188,1,0.00915851558779353
GLU-20min,R326H,5,12,196.6032,3,0.015259161600625017
GLU-20min,R326H,5,13,87.9336,1,0.011372217218446647
GLU-20min,R326H,5,15,57.96359999999999,0,0.0
GLU-20min,R326H,5,16,152.28,3,0.019700551615445233
GLU-20min,R326H,5,17,93.37679999999999,3,0.03212789472331457
GLU-20min,R326H,5,18,137.7,2,0.014524328249818447
GLU-20min,R326H,5,19,186.8508,2,0.010703727251903659
GLU-20min,R326H,5,20,114.95519999999999,1,0.008699041017718208
GLU-20min,R326H,5,21,134.9784,1,0.007408592782252569
GLU-20min,R326H,5,22,150.6924,0,0.0
GLU-20min,R326H,5,23,102.31919999999998,0,0.0
GLU-20min,R326H,5,24,175.0248,4,0.022853904132442947
GLU-20min,R326H,5,26,130.08599999999998,4,0.030748889196377784
GLU-20min,R326H,5,27,225.666,0,0.0
GLU-20min,R326H,5,28,139.1256,0,0.0
GLU-20min,R326H,5,29,159.89399999999998,0,0.0
GLU-20min,R326H,5,30,266.49,9,0.03377237419790611
GLU-20min,R326H,5,32,63.7632,1,0.015683027200642376
GLU-20min,R326H,5,33,121.5,0,0.0
GLU-20min,R326H,5,35,128.628,0,0.0
GLU-20min,R326H,5,36,166.24439999999998,2,0.012030480425205301
GLU-20min,R326H,5,37,92.59919999999998,1,0.010799229366992373
GLU-20min,R326H,5,39,201.3336,5,0.02483440419284213
GLU-20min,R326H,5,40,283.176,2,0.007062745430403707
GLU-20min,R326H,5,41,276.6312,5,0.018074606190480322
GLU-20min,R326H,5,43,214.81199999999995,0,0.0
GLU-20min,R326H,5,44,245.26799999999997,5,0.020385863626726685
GLU-20min,R326H,5,45,161.93519999999998,3,0.01852592889007455
GLU-20min,R326H,5,47,215.07119999999998,6,0.027897738051398797
GLU-20min,R326H,5,48,77.0148,0,0.0
GLU-20min,R326H,5,49,187.72560000000001,4,0.021307695913610075
GLU-20min,R326H,5,50,239.1444,6,0.025089443867387238
GLU-20min,R326H,5,51,156.8808,1,0.0063742663219463445
GLU-20min,R326H,5,52,290.36879999999996,6,0.02066337705703919
GLU-20min,R326H,5,54,143.5968,0,0.0
GLU-20min,R326H,5,55,105.7212,0,0.0
GLU-20min,R326H,5,56,103.87439999999998,0,0.0
GLU-20min,R326H,5,57,136.8252,1,0.007308595200299361
GLU-20min,R326H,5,58,159.0516,3,0.018861803339293663
GLU-20min,R326H,5,59,188.406,5,0.02653843295861066
GLU-20min,R326H,5,60,240.82920000000001,6,0.02491392239811451
GLU-20min,R326H,5,61,200.7828,3,0.014941518895044794
GLU-20min,R326H,5,62,164.5596,0,0.0
GLU-20min,R326H,5,63,121.56479999999999,1,0.00822606543999579
GLU-20min,R326H,5,64,104.00399999999999,0,0.0
GLU-20min,R326H,5,65,126.61919999999998,1,0.007897696399914075
GLU-20min,R326H,5,66,170.39159999999998,1,0.005868833909652824
GLU-20min,R326H,5,67,124.18919999999999,1,0.008052229984571928
GLU-20min,R326H,5,69,163.7496,3,0.018320655439769015
GLU-20min,R326H,5,70,108.4104,0,0.0
GLU-20min,R326H,5,71,183.87,2,0.010877250231141567
GLU-20min,R326H,5,72,201.85199999999998,5,0.024770624021560356
GLU-20min,R326H,5,73,167.92919999999998,5,0.02977445256691511
GLU-20min,R326H,5,74,159.63479999999998,7,0.04385008782546162
GLU-20min,R326H,5,75,101.86559999999999,0,0.0
GLU-20min,R326H,5,76,139.7736,1,0.007154426873172044
GLU-20min,R326H,5,77,194.69159999999997,2,0.0102726568583339
GLU-20min,R326H,5,78,160.05599999999998,2,0.012495626530714251
GLU-20min,R326H,5,79,158.5332,2,0.012615654008119436
GLU-20min,R326H,6,4,164.3004,0,0.0
GLU-20min,R326H,6,6,169.7436,0,0.0
GLU-20min,R326H,6,8,205.1892,3,0.014620652548964566
GLU-20min,R326H,6,9,190.31759999999997,1,0.005254374792452197
GLU-20min,R326H,6,10,179.4312,1,0.005573166762525135
GLU-20min,R326H,6,11,269.4708,0,0.0
GLU-20min,R326H,6,12,132.8724,0,0.0
GLU-20min,R326H,6,13,142.7868,0,0.0
GLU-20min,R326H,6,14,166.9572,1,0.0059895590007498925
GLU-20min,R326H,6,17,182.4768,0,0.0
GLU-20min,R326H,6,18,216.594,0,0.0
GLU-20min,R326H,6,19,246.01319999999998,2,0.008129645075955275
GLU-20min,R326H,6,20,247.66559999999996,0,0.0
GLU-20min,R326H,6,22,189.9612,0,0.0
GLU-20min,R326H,6,23,142.75439999999998,1,0.0070050380233463915
GLU-20min,R326H,6,24,252.78479999999996,4,0.01582373623730541
GLU-20min,R326H,6,25,180.53279999999998,0,0.0
GLU-20min,R326H,6,26,265.0644,3,0.01131800422840638
GLU-20min,R326H,6,27,226.2492,0,0.0
GLU-20min,R326H,6,29,186.52679999999998,3,0.01608347969299854
GLU-20min,R326H,6,30,218.8296,2,0.009139531397946165
GLU-20min,R326H,6,31,311.42879999999997,0,0.0
GLU-20min,R326H,6,32,204.8004,0,0.0
GLU-20min,R326H,7,2,214.0668,0,0.0
GLU-20min,R326H,7,4,285.05519999999996,2,0.007016184935409003
GLU-20min,R326H,7,5,169.6788,0,0.0
GLU-20min,R326H,7,7,178.6212,0,0.0
GLU-20min,R326H,7,8,314.02079999999995,5,0.015922512139323258
GLU-20min,R326H,7,10,294.93719999999996,4,0.013562209175376998
GLU-20min,R326H,7,11,124.77239999999999,0,0.0
GLU-20min,R326H,7,12,215.26559999999998,2,0.009290848142945275
GLU-20min,R326H,7,13,134.8164,0,0.0
GLU-20min,R326H,7,14,181.40759999999997,0,0.0
GLU-20min,R326H,7,16,146.1888,2,0.013680938621836967
GLU-20min,R326H,7,17,134.1036,5,0.03728460682636409
GLU-20min,R326H,7,18,130.6368,1,0.007654810895551637
GLU-20min,R326H,7,19,116.54279999999999,0,0.0
GLU-20min,R326H,7,20,134.84879999999998,0,0.0
GLU-20min,R326H,7,22,124.96679999999999,2,0.01600425072899362
GLU-20min,R326H,7,23,147.8088,1,0.0067654970475370885
GLU-20min,R326H,7,24,150.6924,0,0.0
GLU-20min,R326H,7,25,199.42199999999997,1,0.005014491881537644
GLU-20min,R326H,7,26,138.1212,0,0.0
GLU-20min,R326H,7,28,116.67239999999998,0,0.0
GLU-20min,R326H,7,29,131.6088,0,0.0
GLU-20min,R326H,7,30,154.4184,0,0.0
GLU-20min,R326H,7,31,268.04519999999997,0,0.0
GLU-20min,R326H,7,32,226.79999999999998,1,0.004409171075837743
GLU-20min,R326H,7,33,131.22,0,0.0
GLU-20min,R326H,7,34,158.0148,0,0.0
GLU-20min,R326H,7,35,121.7916,0,0.0
GLU-20min,R326H,7,36,204.73559999999998,1,0.004884348398617535
GLU-20min,R326H,7,37,217.01519999999996,2,0.009215944320950792
GLU-20min,R326H,7,38,215.784,1,0.004634263893523153
GLU-20min,R326H,7,39,221.3892,3,0.0135507965158192
GLU-20min,R326H,7,40,271.38239999999996,1,0.0036848373365406164
GLU-20min,R326H,7,41,286.1244,1,0.0034949833009697883
GLU-20min,R326H,7,42,275.95079999999996,3,0.010871503181001833
GLU-20min,R326H,7,43,223.98119999999997,3,0.013393981280571765
GLU-20min,R326H,7,44,288.6192,4,0.013859091841429815
GLU-20min,R326H,7,45,246.5964,1,0.004055209240686401
GLU-20min,R326H,7,46,251.48879999999997,2,0.007952640435677455
GLU-20min,R326H,8,3,165.1752,2,0.012108355249456335
GLU-20min,R326H,8,5,155.4552,0,0.0
GLU-20min,R326H,8,6,138.60719999999998,0,0.0
GLU-20min,R326H,8,7,232.9236,0,0.0
GLU-20min,R326H,8,8,183.6432,2,0.01089068367355829
GLU-20min,R326H,8,9,225.2124,3,0.013320758537274146
GLU-20min,R326H,8,10,153.47879999999998,4,0.026062231396127677
GLU-20min,R326H,8,12,146.9988,0,0.0
GLU-20min,R326H,8,13,126.16559999999998,3,0.02377827236584299
GLU-20min,R326H,8,14,145.57319999999999,5,0.03434698144988226
GLU-20min,R326H,8,15,142.884,3,0.02099605274208449
GLU-20min,R326H,8,16,121.30559999999998,1,0.008243642502901763
GLU-20min,R326H,8,18,230.2992,1,0.004342177480425463
GLU-20min,R326H,8,19,140.00039999999998,3,0.02142851020425656
GLU-20min,R326H,8,20,130.8636,2,0.01528308865108403
GLU-20min,R326H,8,21,145.5084,2,0.013744910946721976
GLU-20min,R326H,8,22,95.7096,0,0.0
GLU-20min,R326H,8,23,110.9052,5,0.04508354883269675
GLU-20min,R326H,8,24,115.6032,1,0.00865027957703593
GLU-20min,R326H,8,25,103.06439999999998,0,0.0
GLU-20min,R326H,8,26,108.63719999999999,2,0.018409900107882016
GLU-20min,R326H,8,27,145.314,2,0.013763298787453377
GLU-20min,R326H,8,29,162.38879999999997,4,0.02463224064713823
GLU-20min,R326H,8,30,155.682,2,0.01284670032502152
GLU-20min,R326H,8,31,59.907599999999995,1,0.016692372920964954
GLU-20min,R326H,8,32,130.37759999999997,0,0.0
GLU-20min,R326H,8,33,215.4924,4,0.018562139546452684
GLU-20min,R326H,8,34,113.8212,0,0.0
GLU-20min,R326H,8,35,108.1512,3,0.027738943257217673
GLU-20min,R326H,8,36,186.52679999999998,2,0.010722319795332362
GLU-20min,R326H,8,37,123.54119999999998,0,0.0
GLU-20min,R326H,8,38,90.72,1,0.011022927689594356
GLU-20min,R326H,8,39,181.34279999999998,0,0.0
GLU-20min,R326H,8,40,141.3936,1,0.007072455896165032
GLU-20min,R326H,8,41,143.856,1,0.00695139584028473
GLU-20min,R326H,8,43,179.658,1,0.005566131204844761
GLU-20min,R326H,8,44,180.9864,0,0.0
GLU-20min,R326H,8,46,55.047599999999996,0,0.0
GLU-20min,R326H,8,47,126.52199999999999,0,0.0
GLU-20min,R326H,8,48,128.7576,0,0.0
GLU-20min,R326H,8,49,263.3148,4,0.01519094255241255
GLU-20min,R326H,8,50,151.2756,2,0.013220902776125166
GLU-20min,R326H,8,51,178.8156,0,0.0
GLU-20min,R326H,8,52,91.0116,0,0.0
GLU-20min,R326H,8,53,192.2616,3,0.015603739904380283
GLU-20min,R326H,8,54,108.4104,0,0.0
GLU-20min,R326H,8,56,83.3652,1,0.011995412954086357
GLU-20min,R326H,8,57,205.80479999999997,3,0.014576919488758281
GLU-20min,R326H,8,58,147.09599999999998,2,0.013596562788926961
GLU-20min,R326H,8,59,173.0484,0,0.0
GLU-20min,R326H,8,60,182.8332,2,0.010938932316450186
GLU-20min,R326H,8,61,104.52239999999999,0,0.0
GLU-20min,R326H,8,62,207.7164,0,0.0
GLU-20min,R326H,8,63,128.952,3,0.023264470500651405
GLU-20min,R326H,8,64,137.052,2,0.014593001196626099
GLU-20min,R326H,8,65,90.8496,0,0.0
GLU-20min,R326H,8,68,298.9872,1,0.003344624786612939
GLU-20min,R326H,8,69,126.4896,2,0.01581157660392633
GLU-20min,R326H,8,70,97.68599999999998,1,0.010236881436439206
GLU-20min,R326H,9,4,256.1868,2,0.007806803473090729
GLU-20min,R326H,9,5,176.02919999999997,0,0.0
GLU-20min,R326H,9,6,172.8864,4,0.02313657985821904
GLU-20min,R326H,9,7,408.4344,13,0.03182885672705336
GLU-20min,R326H,9,8,247.66559999999996,8,0.03230161960320691
GLU-20min,R326H,9,9,243.64799999999997,4,0.01641712634620436
GLU-20min,R326H,9,10,260.7876,4,0.015338152580874244
GLU-20min,R326H,9,11,202.6296,4,0.0197404525301338
GLU-20min,R326H,9,12,236.7792,1,0.004223343942373317
GLU-20min,R326H,9,13,199.9728,0,0.0
GLU-20min,R326H,9,14,157.6908,0,0.0
GLU-20min,R326H,9,15,229.91039999999998,4,0.017398082035436416
GLU-20min,R326H,9,16,186.5592,1,0.0053602288174477595
GLU-20min,R326H,9,17,162.2592,1,0.0061629787401885384
GLU-20min,R326H,9,18,269.69759999999997,0,0.0
GLU-20min,R326H,9,19,218.9592,2,0.009134121790726308
GLU-20min,R326H,9,20,99.2412,0,0.0
GLU-20min,R326H,9,22,278.316,5,0.017965190646603145
GLU-20min,R326H,9,23,177.51959999999997,1,0.005633180786797628
GLU-20min,R326H,9,24,220.32,2,0.00907770515613653
GLU-20min,R326H,9,25,160.80119999999997,0,0.0
GLU-20min,R326H,9,26,205.93439999999998,0,0.0
GLU-20min,R326H,9,27,266.78159999999997,2,0.007496768892607287
GLU-20min,R326H,9,28,152.1504,0,0.0
GLU-20min,R326H,9,29,141.65279999999998,0,0.0
GLU-20min,R326H,9,30,163.00439999999998,0,0.0
GLU-20min,R326H,9,31,287.87399999999997,3,0.010421225953021114
GLU-20min,R326H,9,32,169.35479999999998,1,0.0059047632544220775
GLU-20min,R326H,9,33,165.3048,0,0.0
GLU-20min,R326H,9,34,266.78159999999997,0,0.0
GLU-20min,R326H,9,35,214.35839999999996,3,0.013995252810246767
GLU-20min,R326H,9,36,211.24799999999996,2,0.00946754525486632
GLU-20min,R326H,9,37,178.45919999999998,3,0.016810565103956537
GLU-20min,R326H,9,38,231.36839999999998,3,0.012966334209857527
GLU-20min,R326H,9,39,204.5736,0,0.0
GLU-20min,R326H,9,41,300.44519999999994,5,0.016641969983211585
GLU-20min,R326H,9,42,163.3932,2,0.012240411473672098
GLU-20min,R326H,9,44,169.41959999999997,1,0.005902504786931383
CT,R326H,10,3,190.90079999999998,0,0.0
CT,R326H,10,4,356.3028,0,0.0
CT,R326H,10,5,205.7724,0,0.0
CT,R326H,10,6,410.1192,0,0.0
CT,R326H,10,7,419.67719999999997,0,0.0
CT,R326H,10,8,348.26759999999996,0,0.0
CT,R326H,10,9,248.9292,0,0.0
CT,R326H,10,10,251.03519999999997,0,0.0
CT,R326H,10,11,453.9239999999999,0,0.0
CT,R326H,10,12,393.5628,0,0.0
CT,R326H,10,13,148.6188,0,0.0
CT,R326H,10,14,383.51879999999994,0,0.0
CT,R326H,10,15,270.7344,0,0.0
CT,R326H,10,16,207.16559999999996,0,0.0
CT,R326H,10,17,320.98679999999996,0,0.0
CT,R326H,10,19,276.6312,0,0.0
CT,R326H,10,20,366.4764,0,0.0
CT,R326H,10,21,325.13399999999996,0,0.0
CT,R326H,10,22,328.9896,0,0.0
CT,R326H,10,23,318.45959999999997,0,0.0
CT,R326H,10,25,267.1056,0,0.0
CT,R326H,10,26,183.9672,0,0.0
CT,R326H,10,27,334.4976,0,0.0
CT,R326H,10,28,399.0384,0,0.0
CT,R326H,10,30,200.62079999999997,0,0.0
CT,R326H,10,31,125.6148,0,0.0
CT,R326H,10,32,370.2672,2,0.005401504643133391
CT,R326H,10,33,120.10679999999999,0,0.0
CT,R326H,10,34,150.3036,0,0.0
CT,R326H,10,35,216.65879999999996,0,0.0
CT,R326H,10,36,285.606,0,0.0
CT,R326H,10,37,122.92559999999999,0,0.0
CT,R326H,1,10,151.79399999999998,0,0.0
CT,R326H,1,11,245.81879999999995,0,0.0
CT,R326H,1,12,250.128,0,0.0
CT,R326H,1,14,551.9664,0,0.0
CT,R326H,1,16,445.46759999999995,0,0.0
CT,R326H,1,17,192.84479999999996,0,0.0
CT,R326H,1,18,119.97719999999998,0,0.0
CT,R326H,1,19,443.5884,0,0.0
CT,R326H,1,22,110.2248,0,0.0
CT,R326H,1,23,180.37079999999997,0,0.0
CT,R326H,1,24,155.1636,0,0.0
CT,R326H,1,26,222.58799999999997,0,0.0
CT,R326H,1,27,259.5564,0,0.0
CT,R326H,1,28,235.41839999999996,0,0.0
CT,R326H,1,30,297.07559999999995,0,0.0
CT,R326H,1,32,147.87359999999998,0,0.0
CT,R326H,1,33,290.04479999999995,0,0.0
CT,R326H,1,34,233.9928,0,0.0
CT,R326H,1,35,247.73039999999997,0,0.0
CT,R326H,1,36,192.2292,0,0.0
CT,R326H,1,38,181.86119999999997,0,0.0
CT,R326H,1,39,239.72759999999997,0,0.0
CT,R326H,1,40,315.3816,0,0.0
CT,R326H,1,41,199.26,0,0.0
CT,R326H,1,42,169.9056,0,0.0
CT,R326H,1,43,149.72039999999998,0,0.0
CT,R326H,1,44,198.3528,0,0.0
CT,R326H,1,46,201.3336,0,0.0
CT,R326H,1,47,242.3196,0,0.0
CT,R326H,1,48,193.88159999999996,0,0.0
CT,R326H,1,49,218.21399999999997,0,0.0
CT,R326H,1,50,184.0968,0,0.0
CT,R326H,1,51,248.37839999999997,0,0.0
CT,R326H,1,52,117.8712,0,0.0
CT,R326H,1,53,143.8236,0,0.0
CT,R326H,1,55,278.316,0,0.0
CT,R326H,1,56,631.2492,0,0.0
CT,R326H,1,57,118.5516,0,0.0
CT,R326H,1,58,228.42,0,0.0
CT,R326H,1,59,125.2584,0,0.0
CT,R326H,1,60,147.29039999999998,0,0.0
CT,R326H,1,61,282.3336,0,0.0
CT,R326H,1,62,301.4496,0,0.0
CT,R326H,1,63,298.20959999999997,0,0.0
CT,R326H,1,64,223.1064,0,0.0
CT,R326H,1,65,142.07399999999998,0,0.0
CT,R326H,1,66,131.2848,0,0.0
CT,R326H,1,67,204.50879999999998,0,0.0
CT,R326H,1,69,124.70759999999999,0,0.0
CT,R326H,1,70,154.87199999999999,0,0.0
CT,R326H,1,72,165.5316,0,0.0
CT,R326H,1,74,184.9068,0,0.0
CT,R326H,1,75,153.28439999999998,0,0.0
CT,R326H,1,76,92.178,0,0.0
CT,R326H,1,78,191.8728,0,0.0
CT,R326H,1,80,74.2284,0,0.0
CT,R326H,1,82,169.2252,0,0.0
CT,R326H,1,83,152.5392,0,0.0
CT,R326H,1,85,222.94439999999997,0,0.0
CT,R326H,1,88,121.53239999999998,0,0.0
CT,R326H,2,5,180.792,0,0.0
CT,R326H,2,6,251.97479999999996,0,0.0
CT,R326H,2,7,317.9088,0,0.0
CT,R326H,2,9,448.5131999999999,0,0.0
CT,R326H,2,11,287.1936,0,0.0
CT,R326H,2,12,238.9824,0,0.0
CT,R326H,2,13,130.8636,0,0.0
CT,R326H,2,15,175.284,0,0.0
CT,R326H,2,16,186.5592,0,0.0
CT,R326H,2,17,181.95839999999998,0,0.0
CT,R326H,2,18,209.466,0,0.0
CT,R326H,2,19,272.808,0,0.0
CT,R326H,2,20,254.7936,0,0.0
CT,R326H,2,22,270.378,0,0.0
CT,R326H,2,23,161.28719999999998,0,0.0
CT,R326H,2,24,239.95439999999996,0,0.0
CT,R326H,2,25,169.5168,0,0.0
CT,R326H,2,26,261.0792,0,0.0
CT,R326H,2,27,128.46599999999998,0,0.0
CT,R326H,2,30,165.72599999999997,0,0.0
CT,R326H,2,32,214.6824,0,0.0
CT,R326H,2,33,176.0616,0,0.0
CT,R326H,2,34,159.47279999999998,0,0.0
CT,R326H,2,35,184.03199999999998,0,0.0
CT,R326H,2,36,88.8408,0,0.0
CT,R326H,2,37,56.5056,0,0.0
CT,R326H,2,38,146.05919999999998,0,0.0
CT,R326H,2,39,203.14799999999997,0,0.0
CT,R326H,2,40,168.9012,1,0.005920621049465605
CT,R326H,2,41,167.9616,0,0.0
CT,R326H,2,42,172.53,0,0.0
CT,R326H,2,43,303.16679999999997,0,0.0
CT,R326H,2,44,102.61079999999998,0,0.0
CT,R326H,2,45,388.5084,0,0.0
CT,R326H,2,46,159.7644,0,0.0
CT,R326H,2,47,148.0032,0,0.0
CT,R326H,2,48,134.94599999999997,0,0.0
CT,R326H,2,49,172.0764,0,0.0
CT,R326H,2,50,175.44599999999997,0,0.0
CT,R326H,2,52,100.6668,0,0.0
CT,R326H,2,53,152.766,0,0.0
CT,R326H,2,54,220.4496,0,0.0
CT,R326H,2,55,267.0732,0,0.0
CT,R326H,2,57,146.9988,0,0.0
CT,R326H,2,58,92.59919999999998,0,0.0
CT,R326H,2,59,203.92559999999997,0,0.0
CT,R326H,2,60,100.44,0,0.0
CT,R326H,2,61,85.0176,0,0.0
CT,R326H,2,62,339.55199999999996,0,0.0
CT,R326H,2,64,146.1888,0,0.0
CT,R326H,2,65,207.3924,0,0.0
CT,R326H,2,66,56.92679999999999,0,0.0
CT,R326H,2,67,266.2956,0,0.0
CT,R326H,2,68,79.3476,0,0.0
CT,R326H,2,70,100.31039999999999,0,0.0
CT,R326H,2,72,122.958,0,0.0
CT,R326H,2,73,201.1392,0,0.0
CT,R326H,2,75,153.3168,0,0.0
CT,R326H,2,76,260.0424,0,0.0
CT,R326H,2,77,121.69439999999999,0,0.0
CT,R326H,2,79,127.6884,0,0.0
CT,R326H,2,80,176.15879999999999,0,0.0
CT,R326H,2,81,184.38839999999996,0,0.0
CT,R326H,2,83,145.41119999999998,0,0.0
CT,R326H,2,86,139.80599999999998,0,0.0
CT,R326H,3,7,202.30559999999997,0,0.0
CT,R326H,3,8,198.90359999999998,0,0.0
CT,R326H,3,9,298.1124,0,0.0
CT,R326H,3,11,228.8412,0,0.0
CT,R326H,3,12,244.5228,0,0.0
CT,R326H,3,14,316.87199999999996,0,0.0
CT,R326H,3,15,117.35279999999999,0,0.0
CT,R326H,3,16,278.83439999999996,0,0.0
CT,R326H,3,17,367.8372,0,0.0
CT,R326H,3,19,279.3204,0,0.0
CT,R326H,3,20,124.48079999999999,0,0.0
CT,R326H,3,21,169.97039999999998,0,0.0
CT,R326H,3,22,186.6564,0,0.0
CT,R326H,3,23,140.5836,0,0.0
CT,R326H,3,24,350.2116,0,0.0
CT,R326H,3,25,237.94559999999996,0,0.0
CT,R326H,3,26,138.60719999999998,0,0.0
CT,R326H,3,27,182.5416,0,0.0
CT,R326H,3,28,175.7052,0,0.0
CT,R326H,3,29,269.34119999999996,0,0.0
CT,R326H,3,30,247.27679999999998,0,0.0
CT,R326H,3,31,309.096,0,0.0
CT,R326H,3,32,226.8972,0,0.0
CT,R326H,3,33,318.7512,0,0.0
CT,R326H,3,34,160.47719999999998,0,0.0
CT,R326H,3,35,274.0392,0,0.0
CT,R326H,3,37,187.17479999999998,0,0.0
CT,R326H,3,38,322.4772,0,0.0
CT,R326H,3,39,161.74079999999998,0,0.0
CT,R326H,3,40,412.1928,0,0.0
CT,R326H,3,41,253.9836,0,0.0
CT,R326H,3,42,110.32199999999999,0,0.0
CT,R326H,3,43,119.718,0,0.0
CT,R326H,3,44,410.6375999999999,0,0.0
CT,R326H,4,7,275.3676,0,0.0
CT,R326H,4,8,187.0128,0,0.0
CT,R326H,4,9,137.7,0,0.0
CT,R326H,4,10,315.9324,0,0.0
CT,R326H,4,12,169.128,0,0.0
CT,R326H,4,13,243.2592,0,0.0
CT,R326H,4,14,114.2748,0,0.0
CT,R326H,4,16,565.3475999999999,0,0.0
CT,R326H,4,17,166.1472,0,0.0
CT,R326H,4,18,229.0032,0,0.0
CT,R326H,4,19,198.02879999999996,0,0.0
CT,R326H,4,22,367.25399999999996,0,0.0
CT,R326H,4,23,291.56759999999997,0,0.0
CT,R326H,4,24,319.6584,0,0.0
CT,R326H,4,26,193.55759999999998,0,0.0
CT,R326H,4,27,220.02839999999998,0,0.0
CT,R326H,4,28,233.28,0,0.0
CT,R326H,4,29,301.0608,0,0.0
CT,R326H,4,30,174.73319999999998,0,0.0
CT,R326H,4,31,194.5296,0,0.0
CT,R326H,4,32,291.59999999999997,0,0.0
CT,R326H,4,33,346.68,0,0.0
CT,R326H,4,34,158.40359999999998,0,0.0
CT,R326H,4,36,221.55119999999997,0,0.0
CT,R326H,4,37,169.128,0,0.0
CT,R326H,4,38,696.4055999999999,1,0.0014359447999843771
CT,R326H,4,39,243.74519999999995,0,0.0
CT,R326H,4,40,218.50559999999996,0,0.0
CT,R326H,4,41,216.88559999999995,0,0.0
CT,R326H,4,42,273.78,0,0.0
CT,R326H,4,44,456.6456,0,0.0
CT,R326H,4,47,325.03679999999997,0,0.0
CT,R326H,4,48,248.4432,0,0.0
CT,R326H,4,49,296.62199999999996,0,0.0
CT,R326H,4,50,390.0312,0,0.0
CT,R326H,4,51,372.762,0,0.0
CT,R326H,5,7,463.3848,0,0.0
CT,R326H,5,8,193.6872,0,0.0
CT,R326H,5,9,367.70759999999996,0,0.0
CT,R326H,5,10,158.2416,0,0.0
CT,R326H,5,11,123.21719999999999,0,0.0
CT,R326H,5,13,328.2444,0,0.0
CT,R326H,5,14,224.79119999999998,0,0.0
CT,R326H,5,15,384.8795999999999,0,0.0
CT,R326H,5,17,301.2228,0,0.0
CT,R326H,5,18,254.2104,0,0.0
CT,R326H,5,19,169.61399999999998,0,0.0
CT,R326H,5,20,145.8648,0,0.0
CT,R326H,5,21,302.292,0,0.0
CT,R326H,5,22,185.45759999999999,0,0.0
CT,R326H,5,24,137.37599999999998,0,0.0
CT,R326H,5,26,253.69199999999998,0,0.0
CT,R326H,5,27,299.214,0,0.0
CT,R326H,5,28,359.2188,0,0.0
CT,R326H,5,29,146.0916,0,0.0
CT,R326H,5,30,102.61079999999998,0,0.0
CT,R326H,5,33,457.5528,0,0.0
CT,R326H,5,34,529.3836,0,0.0
CT,R326H,5,35,137.4408,0,0.0
CT,R326H,5,36,154.09439999999998,0,0.0
CT,R326H,5,37,165.1428,0,0.0
CT,R326H,5,38,201.26879999999997,0,0.0
CT,R326H,5,39,224.6292,0,0.0
CT,R326H,5,40,342.56519999999995,0,0.0
CT,R326H,5,42,220.48199999999997,0,0.0
CT,R326H,5,43,284.99039999999997,0,0.0
CT,R326H,5,44,245.754,0,0.0
CT,R326H,6,5,174.15,1,0.005742176284811944
CT,R326H,6,6,223.236,0,0.0
CT,R326H,6,7,183.70799999999997,0,0.0
CT,R326H,6,8,232.66439999999997,0,0.0
CT,R326H,6,9,134.9784,0,0.0
CT,R326H,6,10,141.13439999999997,0,0.0
CT,R326H,6,11,288.87839999999994,0,0.0
CT,R326H,6,12,186.46199999999996,0,0.0
CT,R326H,6,13,266.166,0,0.0
CT,R326H,6,14,229.3596,0,0.0
CT,R326H,6,15,205.93439999999998,1,0.004855915281759628
CT,R326H,6,16,281.8476,0,0.0
CT,R326H,6,17,249.28559999999996,0,0.0
CT,R326H,6,18,206.61479999999997,0,0.0
CT,R326H,6,19,167.994,0,0.0
CT,R326H,6,21,361.8108,0,0.0
CT,R326H,6,22,230.2668,0,0.0
CT,R326H,6,23,286.5132,0,0.0
CT,R326H,6,25,240.66719999999998,0,0.0
CT,R326H,6,26,243.84239999999997,0,0.0
CT,R326H,6,27,188.66519999999997,0,0.0
CT,R326H,6,29,344.47679999999997,0,0.0
CT,R326H,6,30,228.7764,0,0.0
CT,R326H,6,31,276.6312,0,0.0
CT,R326H,6,32,266.49,0,0.0
CT,R326H,6,33,217.59839999999997,0,0.0
CT,R326H,6,34,286.8696,1,0.00348590439698037
CT,R326H,6,35,133.3584,0,0.0
CT,R326H,6,37,69.3684,0,0.0
CT,R326H,6,38,182.80079999999998,0,0.0
CT,R326H,6,39,252.00719999999998,0,0.0
CT,R326H,6,40,192.16439999999997,0,0.0
CT,R326H,6,41,269.3736,0,0.0
CT,R326H,6,42,140.22719999999998,0,0.0
CT,R326H,6,43,271.2852,0,0.0
CT,R326H,6,44,373.6044,0,0.0
CT,R326H,6,45,65.8044,0,0.0
CT,R326H,6,46,143.79119999999998,0,0.0
CT,R326H,6,48,205.2864,0,0.0
CT,R326H,6,49,317.26079999999996,0,0.0
CT,R326H,6,50,147.29039999999998,0,0.0
CT,R326H,6,52,210.66479999999999,1,0.004746877503977884
CT,R326H,6,53,279.1584,0,0.0
